toucher    multitouch at 243 320 {"scale":1.2109,"rotation":92,"radius":181,"distanceX":0,"distanceY":12,"duration":137}
clicker    mousemove at 357 66
toucher    tap at 445 666 {"duration":264}
toucher    multitouch at 515 666 {"scale":1.2811,"rotation":20,"radius":73,"distanceX":3,"distanceY":-1,"duration":1139}
typer       type 177 at 370 415
toucher    multitouch at 897 174 {"scale":1.0884,"rotation":-73,"radius":54,"distanceX":0,"distanceY":18,"duration":874}
scroller   scroll to 0 245
toucher    multitouch at 410 442 {"scale":1.8951,"rotation":-90,"radius":184,"distanceX":-17,"distanceY":-10,"duration":952}
toucher    gesture at 720 331 {"distanceX":144,"distanceY":-78,"duration":428}
typer       type 246 at 387 737
toucher    tap at 639 328 {"duration":21}
typer       type 42 at 197 707
toucher    multitouch at 778 209 {"scale":0.1409,"rotation":21,"radius":187,"distanceX":5,"distanceY":8,"duration":695}
typer       type 197 at 359 595
typer       type 34 at 445 353
scroller   scroll to 0 2
scroller   scroll to 0 22
scroller   scroll to 0 222
scroller   scroll to 0 177
clicker    click at 582 45
scroller   scroll to 0 165
toucher    doubletap at 722 584 {"duration":612}
clicker    mouseover at 39 440
clicker    click at 562 67
typer       type 188 at 982 508
clicker    dblclick at 627 281
scroller   scroll to 8 96
clicker    mouseup at 733 581
scroller   scroll to 7 17
typer       type 218 at 962 371
typer       type 162 at 102 530
typer       type 63 at 254 215
typer       type 153 at 12 255
typer       type 319 at 917 198
toucher    gesture at 849 356 {"distanceX":138,"distanceY":91,"duration":130}
typer       type 338 at 790 521
toucher    multitouch at 372 78 {"scale":1.0928,"rotation":-46,"radius":71,"distanceX":-11,"distanceY":-15,"duration":1245}
scroller   scroll to 0 85
toucher    multitouch at 308 557 {"scale":1.3661,"rotation":-58,"radius":66,"distanceX":-20,"distanceY":4,"duration":106}
toucher    gesture at 555 517 {"distanceX":50,"distanceY":79,"duration":343}
clicker    mouseup at 139 754
toucher    tap at 284 564 {"duration":597}
scroller   scroll to 0 41
toucher    tap at 611 706 {"duration":249}
scroller   scroll to 0 211
scroller   scroll to 0 89
toucher    tap at 439 731 {"duration":228}
clicker    mouseover at 130 582
toucher    multitouch at 486 610 {"scale":0.5108,"rotation":64,"radius":168,"distanceX":-18,"distanceY":-10,"duration":1330}
clicker    click at 37 695
scroller   scroll to 0 136
toucher    gesture at 566 478 {"distanceX":77,"distanceY":-8,"duration":299}
scroller   scroll to 0 179
toucher    multitouch at 375 757 {"scale":1.6765,"rotation":-44,"radius":130,"distanceX":-19,"distanceY":0,"duration":105}
toucher    gesture at 505 598 {"distanceX":162,"distanceY":100,"duration":108}
scroller   scroll to 0 76
typer       type 188 at 423 134
clicker    click at 140 627
scroller   scroll to 0 171
scroller   scroll to 0 123
typer       type 61 at 87 116
clicker    dblclick at 280 52
typer       type 3 at 128 493
toucher    doubletap at 766 452 {"duration":542}
scroller   scroll to 0 97
scroller   scroll to 0 159
toucher    gesture at 464 718 {"distanceX":-77,"distanceY":-60,"duration":120}
scroller   scroll to 0 165
toucher    tap at 446 660 {"duration":485}
clicker    click at 554 430
toucher    tap at 525 730 {"duration":467}
scroller   scroll to 0 81
scroller   scroll to 0 194
clicker    mousemove at 317 704
scroller   scroll to 0 125
clicker    click at 763 747
clicker    mouseover at 15 8
toucher    tap at 875 572 {"duration":320}
typer       type 60 at 738 435
typer       type 119 at 386 556
clicker    click at 495 707
typer       type 206 at 55 380
scroller   scroll to 0 122
clicker    click at 440 68
scroller   scroll to 0 257
typer       type 218 at 727 688
typer       type 224 at 476 298
clicker    mouseover at 335 727
toucher    multitouch at 765 64 {"scale":0.7696,"rotation":78,"radius":189,"distanceX":16,"distanceY":-10,"duration":568}
clicker    mousedown at 968 62
typer       type 350 at 384 105
toucher    multitouch at 945 764 {"scale":1.9247,"rotation":-43,"radius":138,"distanceX":3,"distanceY":-19,"duration":729}
clicker    mousemove at 488 237
typer       type 137 at 322 86
scroller   scroll to 115 250
toucher    tap at 906 234 {"duration":398}
toucher    tap at 225 86 {"duration":610}
scroller   scroll to 0 208
scroller   scroll to 0 247
typer       type 34 at 837 477
typer       type 243 at 980 173
clicker    mouseover at 931 275
clicker    mousedown at 42 406
typer       type 251 at 351 442
typer       type 20 at 263 252
clicker    click at 902 714
scroller   scroll to 5 257
clicker    click at 215 55
clicker    click at 360 560
clicker    mousedown at 9 400
clicker    mouseover at 18 85
toucher    tap at 329 525 {"duration":357}
toucher    gesture at 739 735 {"distanceX":165,"distanceY":-78,"duration":382}
toucher    tap at 876 557 {"duration":608}
clicker    click at 823 598
clicker    dblclick at 938 105
clicker    click at 516 111
typer       type 158 at 449 699
typer       type 47 at 4 695
toucher    gesture at 743 462 {"distanceX":-22,"distanceY":128,"duration":498}
toucher    doubletap at 843 68 {"duration":127}
toucher    multitouch at 962 44 {"scale":0.2625,"rotation":51,"radius":52,"distanceX":5,"distanceY":-12,"duration":1194}
toucher    multitouch at 917 50 {"scale":0.7202,"rotation":-25,"radius":142,"distanceX":0,"distanceY":-20,"duration":253}
toucher    gesture at 980 213 {"distanceX":123,"distanceY":60,"duration":65}
typer       type 124 at 278 482
clicker    mouseup at 592 670
typer       type 207 at 233 337
clicker    mouseup at 556 358
toucher    gesture at 467 741 {"distanceX":35,"distanceY":-74,"duration":41}
scroller   scroll to 4 198
clicker    mouseover at 449 562
clicker    mouseover at 189 431
clicker    click at 587 264
typer       type 254 at 992 662
clicker    click at 246 501
scroller   scroll to 68 165
typer       type 139 at 675 666
scroller   scroll to 9 69
scroller   scroll to 11 226
clicker    mousemove at 480 531
scroller   scroll to 101 261
typer       type 274 at 675 340
clicker    mouseover at 932 230
scroller   scroll to 99 224
clicker    mouseout at 132 613
scroller   scroll to 34 244
toucher    doubletap at 776 250 {"duration":384}
scroller   scroll to 5 194
typer       type 60 at 788 157
scroller   scroll to 40 14
toucher    doubletap at 407 555 {"duration":145}
scroller   scroll to 6 138
typer       type 231 at 471 331
scroller   scroll to 21 136
clicker    dblclick at 489 185
clicker    click at 743 436
typer       type 36 at 607 283
scroller   scroll to 17 65
toucher    gesture at 72 676 {"distanceX":-87,"distanceY":155,"duration":278}
typer       type 290 at 713 538
toucher    tap at 401 288 {"duration":495}
toucher    doubletap at 908 232 {"duration":405}
clicker    click at 136 621
toucher    gesture at 787 683 {"distanceX":-15,"distanceY":-37,"duration":387}
typer       type 106 at 184 258
clicker    click at 259 581
clicker    mouseover at 759 687
toucher    tap at 591 126 {"duration":157}
scroller   scroll to 0 81
typer       type 264 at 188 690
clicker    dblclick at 302 181
toucher    tap at 670 82 {"duration":79}
scroller   scroll to 0 5
clicker    click at 736 732
clicker    mouseover at 955 230
scroller   scroll to 0 176
toucher    multitouch at 1002 503 {"scale":0.7797,"rotation":79,"radius":146,"distanceX":-15,"distanceY":4,"duration":412}
scroller   scroll to 86 160
scroller   scroll to 127 138
toucher    tap at 401 381 {"duration":374}
clicker    mouseout at 35 27
typer       type 350 at 771 137
scroller   scroll to 26 262
scroller   scroll to 25 95
toucher    tap at 362 696 {"duration":288}
clicker    click at 55 57
clicker    mousemove at 132 223
clicker    click at 562 64
scroller   scroll to 107 187
toucher    multitouch at 932 356 {"scale":0.2763,"rotation":0,"radius":174,"distanceX":-13,"distanceY":18,"duration":1023}
toucher    multitouch at 20 82 {"scale":1.2053,"rotation":18,"radius":187,"distanceX":6,"distanceY":-20,"duration":1475}
scroller   scroll to 0 158
toucher    gesture at 317 733 {"distanceX":3,"distanceY":189,"duration":115}
clicker    click at 581 45
scroller   scroll to 0 197
clicker    click at 953 117
typer       type 183 at 46 211
typer       type 287 at 309 232
typer       type 215 at 382 549
typer       type 348 at 305 307
typer       type 46 at 807 703
scroller   scroll to 0 175
toucher    multitouch at 372 444 {"scale":1.2822,"rotation":91,"radius":67,"distanceX":-2,"distanceY":16,"duration":732}
scroller   scroll to 0 167
scroller   scroll to 0 245
clicker    click at 503 152
clicker    dblclick at 154 459
toucher    gesture at 697 66 {"distanceX":44,"distanceY":85,"duration":201}
toucher    doubletap at 809 697 {"duration":517}
clicker    click at 365 134
toucher    multitouch at 763 365 {"scale":1.3729,"rotation":74,"radius":118,"distanceX":-10,"distanceY":1,"duration":1034}
scroller   scroll to 0 151
toucher    multitouch at 783 691 {"scale":1.9158,"rotation":-69,"radius":189,"distanceX":-2,"distanceY":13,"duration":1249}
toucher    gesture at 273 540 {"distanceX":-8,"distanceY":34,"duration":85}
clicker    click at 163 683
clicker    mouseover at 872 319
clicker    mouseout at 53 28
toucher    gesture at 219 206 {"distanceX":38,"distanceY":-65,"duration":292}
toucher    multitouch at 856 487 {"scale":1.6922,"rotation":-39,"radius":183,"distanceX":0,"distanceY":16,"duration":1288}
scroller   scroll to 62 219
clicker    click at 982 681
clicker    mousemove at 355 98
toucher    tap at 589 598 {"duration":213}
typer       type 311 at 10 690
toucher    gesture at 939 28 {"distanceX":38,"distanceY":-54,"duration":217}
scroller   scroll to 35 52
toucher    gesture at 536 106 {"distanceX":56,"distanceY":-36,"duration":52}
clicker    mousemove at 470 142
clicker    click at 754 390
toucher    multitouch at 447 592 {"scale":1.1032,"rotation":32,"radius":108,"distanceX":12,"distanceY":-11,"duration":422}
toucher    multitouch at 825 598 {"scale":0.3796,"rotation":-90,"radius":118,"distanceX":12,"distanceY":-1,"duration":1112}
clicker    click at 527 429
scroller   scroll to 0 6
typer       type 193 at 415 732
typer       type 182 at 784 713
toucher    multitouch at 954 178 {"scale":0.507,"rotation":80,"radius":52,"distanceX":-20,"distanceY":16,"duration":650}
toucher    tap at 216 532 {"duration":450}
typer       type 129 at 622 481
clicker    mouseover at 298 207
typer       type 285 at 450 93
typer       type 68 at 475 425
clicker    mouseover at 1006 646
toucher    gesture at 133 298 {"distanceX":-28,"distanceY":-37,"duration":478}
scroller   scroll to 0 110
scroller   scroll to 0 57
toucher    multitouch at 673 181 {"scale":0.6327,"rotation":41,"radius":107,"distanceX":-16,"distanceY":-8,"duration":208}
scroller   scroll to 14 40
toucher    doubletap at 116 441 {"duration":34}
clicker    click at 133 261
clicker    click at 780 729
scroller   scroll to 0 37
toucher    gesture at 72 630 {"distanceX":-47,"distanceY":-86,"duration":214}
toucher    tap at 432 403 {"duration":200}
typer       type 35 at 750 585
scroller   scroll to 0 219
typer       type 125 at 590 692
scroller   scroll to 0 145
typer       type 261 at 82 637
typer       type 145 at 175 239
scroller   scroll to 0 195
clicker    click at 488 163
scroller   scroll to 0 199
toucher    doubletap at 688 96 {"duration":502}
typer       type 175 at 955 641
scroller   scroll to 0 10
scroller   scroll to 0 118
scroller   scroll to 0 36
scroller   scroll to 0 133
scroller   scroll to 0 13
scroller   scroll to 0 114
typer       type 229 at 769 536
typer       type 40 at 684 140
toucher    tap at 536 285 {"duration":202}
toucher    gesture at 38 542 {"distanceX":48,"distanceY":-49,"duration":271}
scroller   scroll to 0 248
typer       type 109 at 958 340
clicker    click at 596 538
clicker    mouseover at 806 302
toucher    doubletap at 501 413 {"duration":270}
typer       type 116 at 723 529
scroller   scroll to 0 121
scroller   scroll to 0 51
clicker    mousedown at 838 487
typer       type 179 at 6 398
scroller   scroll to 0 97
clicker    mouseover at 624 30
clicker    click at 921 385
clicker    mouseover at 160 16
clicker    click at 7 477
toucher    gesture at 932 658 {"distanceX":-96,"distanceY":27,"duration":77}
scroller   scroll to 0 123
clicker    dblclick at 249 364
typer       type 334 at 511 641
typer       type 324 at 376 231
typer       type 349 at 719 13
toucher    gesture at 107 11 {"distanceX":-43,"distanceY":75,"duration":432}
toucher    gesture at 942 4 {"distanceX":92,"distanceY":152,"duration":236}
scroller   scroll to 30 33
typer       type 220 at 109 545
toucher    gesture at 451 368 {"distanceX":93,"distanceY":75,"duration":291}
typer       type 178 at 1007 55
toucher    multitouch at 783 739 {"scale":1.5354,"rotation":-52,"radius":141,"distanceX":-3,"distanceY":-11,"duration":1139}
clicker    click at 427 433
typer       type 328 at 661 379
clicker    mouseout at 279 0
typer       type 66 at 380 764
typer       type 160 at 152 513
toucher    multitouch at 185 257 {"scale":0.56,"rotation":7,"radius":157,"distanceX":20,"distanceY":-18,"duration":117}
typer       type 111 at 417 231
toucher    multitouch at 160 548 {"scale":1.7206,"rotation":17,"radius":85,"distanceX":-9,"distanceY":3,"duration":812}
scroller   scroll to 0 61
scroller   scroll to 0 31
toucher    doubletap at 939 242 {"duration":639}
clicker    click at 258 625
scroller   scroll to 0 111
toucher    tap at 151 349 {"duration":444}
typer       type 129 at 783 211
toucher    tap at 53 447 {"duration":520}
typer       type 207 at 346 265
toucher    multitouch at 468 297 {"scale":0.9966,"rotation":-30,"radius":161,"distanceX":0,"distanceY":-1,"duration":133}
typer       type 240 at 293 311
scroller   scroll to 0 117
typer       type 336 at 606 98
scroller   scroll to 0 53
toucher    doubletap at 867 563 {"duration":554}
clicker    mousemove at 897 217
clicker    click at 401 523
typer       type 69 at 242 75
typer       type 170 at 714 534
scroller   scroll to 0 125
typer       type 213 at 1005 142
scroller   scroll to 9 238
typer       type 99 at 54 403
scroller   scroll to 28 200
toucher    multitouch at 133 619 {"scale":0.9489,"rotation":66,"radius":166,"distanceX":18,"distanceY":-20,"duration":657}
typer       type 261 at 383 569
typer       type 122 at 72 532
clicker    click at 765 451
scroller   scroll to 21 102
typer       type 132 at 731 317
clicker    mouseup at 61 299
scroller   scroll to 3 161
scroller   scroll to 13 274
clicker    dblclick at 583 11
scroller   scroll to 4 275
scroller   scroll to 3 136
scroller   scroll to 0 248
scroller   scroll to 2 186
clicker    mouseover at 711 618
clicker    click at 860 352
typer       type 43 at 503 456
toucher    multitouch at 756 525 {"scale":0.5417,"rotation":-37,"radius":77,"distanceX":-4,"distanceY":-6,"duration":1338}
toucher    gesture at 379 361 {"distanceX":186,"distanceY":145,"duration":415}
scroller   scroll to 0 190
typer       type 104 at 490 283
toucher    tap at 375 752 {"duration":444}
typer       type 169 at 76 710
typer       type 253 at 848 687
typer       type 322 at 557 485
toucher    tap at 637 263 {"duration":28}
typer       type 80 at 689 455
scroller   scroll to 0 232
scroller   scroll to 0 246
toucher    multitouch at 896 554 {"scale":0.946,"rotation":-10,"radius":87,"distanceX":7,"distanceY":-2,"duration":876}
clicker    mouseover at 605 267
toucher    tap at 484 259 {"duration":504}
scroller   scroll to 0 81
scroller   scroll to 0 227
typer       type 354 at 256 398
typer       type 107 at 968 307
toucher    tap at 200 318 {"duration":519}
clicker    click at 595 378
toucher    doubletap at 355 736 {"duration":589}
typer       type 264 at 332 310
typer       type 138 at 874 446
toucher    gesture at 695 421 {"distanceX":6,"distanceY":131,"duration":223}
typer       type 170 at 578 123
scroller   scroll to 0 144
toucher    multitouch at 401 518 {"scale":1.9894,"rotation":3,"radius":72,"distanceX":-19,"distanceY":1,"duration":711}
toucher    gesture at 154 565 {"distanceX":129,"distanceY":131,"duration":293}
clicker    dblclick at 895 240
toucher    tap at 561 743 {"duration":542}
scroller   scroll to 0 92
toucher    tap at 82 124 {"duration":50}
toucher    gesture at 687 199 {"distanceX":-51,"distanceY":106,"duration":175}
toucher    tap at 911 132 {"duration":552}
toucher    tap at 667 115 {"duration":87}
scroller   scroll to 0 145
toucher    gesture at 858 427 {"distanceX":-38,"distanceY":90,"duration":469}
scroller   scroll to 0 15
typer       type 34 at 663 277
scroller   scroll to 0 246
toucher    gesture at 276 26 {"distanceX":43,"distanceY":-26,"duration":34}
clicker    click at 854 74
clicker    mousedown at 287 196
clicker    dblclick at 404 4
clicker    mouseout at 786 760
clicker    mouseover at 151 417
toucher    multitouch at 282 443 {"scale":1.0788,"rotation":21,"radius":159,"distanceX":14,"distanceY":18,"duration":981}
toucher    multitouch at 777 674 {"scale":0.4058,"rotation":-65,"radius":51,"distanceX":-3,"distanceY":-17,"duration":877}
typer       type 49 at 527 715
clicker    click at 960 667
scroller   scroll to 0 176
clicker    mouseover at 613 546
scroller   scroll to 0 23
scroller   scroll to 0 155
scroller   scroll to 0 20
clicker    click at 819 264
toucher    tap at 785 106 {"duration":499}
typer       type 53 at 677 19
scroller   scroll to 0 204
scroller   scroll to 0 186
typer       type 29 at 485 536
scroller   scroll to 0 142
typer       type 60 at 669 36
scroller   scroll to 0 254
typer       type 6 at 207 761
scroller   scroll to 0 89
scroller   scroll to 0 180
clicker    mouseover at 883 391
clicker    mouseover at 601 745
toucher    doubletap at 49 324 {"duration":178}
toucher    gesture at 20 242 {"distanceX":-34,"distanceY":-82,"duration":118}
typer       type 190 at 924 707
typer       type 349 at 37 735
toucher    tap at 607 325 {"duration":589}
typer       type 153 at 304 663
typer       type 302 at 293 404
toucher    gesture at 65 203 {"distanceX":29,"distanceY":155,"duration":447}
typer       type 289 at 109 392
typer       type 13 at 368 1
typer       type 149 at 419 620
typer       type 194 at 370 762
clicker    click at 552 236
clicker    click at 410 330
typer       type 261 at 494 496
clicker    dblclick at 999 15
typer       type 278 at 415 54
toucher    multitouch at 234 233 {"scale":0.2047,"rotation":32,"radius":76,"distanceX":17,"distanceY":11,"duration":1443}
clicker    click at 92 102
toucher    gesture at 96 397 {"distanceX":164,"distanceY":157,"duration":289}
scroller   scroll to 0 14
toucher    gesture at 328 168 {"distanceX":1,"distanceY":-9,"duration":50}
typer       type 291 at 715 412
toucher    multitouch at 578 757 {"scale":1.1651,"rotation":85,"radius":180,"distanceX":-6,"distanceY":-16,"duration":293}
scroller   scroll to 0 12
typer       type 300 at 588 288
clicker    mousedown at 428 63
typer       type 21 at 921 249
typer       type 32 at 898 562
toucher    tap at 577 53 {"duration":73}
clicker    click at 179 404
toucher    multitouch at 320 357 {"scale":0.5174,"rotation":45,"radius":107,"distanceX":-9,"distanceY":-8,"duration":718}
toucher    tap at 747 389 {"duration":87}
toucher    gesture at 442 267 {"distanceX":-89,"distanceY":171,"duration":179}
scroller   scroll to 0 251
clicker    click at 441 71
scroller   scroll to 0 111
clicker    click at 787 362
scroller   scroll to 0 139
toucher    gesture at 682 686 {"distanceX":21,"distanceY":-39,"duration":235}
scroller   scroll to 0 232
scroller   scroll to 0 214
toucher    gesture at 108 41 {"distanceX":77,"distanceY":31,"duration":474}
toucher    gesture at 550 765 {"distanceX":79,"distanceY":194,"duration":319}
typer       type 300 at 857 624
scroller   scroll to 0 113
toucher    multitouch at 17 757 {"scale":1.8727,"rotation":57,"radius":89,"distanceX":9,"distanceY":-10,"duration":178}
toucher    gesture at 695 251 {"distanceX":195,"distanceY":87,"duration":254}
toucher    tap at 795 35 {"duration":332}
toucher    doubletap at 11 240 {"duration":208}
clicker    click at 657 87
toucher    gesture at 680 551 {"distanceX":161,"distanceY":-49,"duration":144}
scroller   scroll to 0 62
toucher    doubletap at 32 465 {"duration":665}
clicker    click at 448 50
scroller   scroll to 0 98
toucher    gesture at 234 588 {"distanceX":-51,"distanceY":-82,"duration":128}
clicker    mouseover at 639 350
clicker    mousemove at 947 44
toucher    doubletap at 195 307 {"duration":346}
toucher    gesture at 974 223 {"distanceX":-79,"distanceY":-16,"duration":160}
scroller   scroll to 0 29
typer       type 198 at 125 492
scroller   scroll to 0 209
scroller   scroll to 0 208
toucher    tap at 384 391 {"duration":449}
toucher    gesture at 193 352 {"distanceX":40,"distanceY":-72,"duration":391}
scroller   scroll to 0 213
scroller   scroll to 0 75
typer       type 308 at 198 714
scroller   scroll to 0 253
typer       type 102 at 519 499
clicker    dblclick at 103 188
scroller   scroll to 0 227
toucher    gesture at 126 566 {"distanceX":-96,"distanceY":147,"duration":251}
typer       type 57 at 657 697
typer       type 357 at 906 610
typer       type 153 at 42 172
typer       type 94 at 600 301
typer       type 61 at 316 463
toucher    tap at 599 243 {"duration":116}
scroller   scroll to 0 172
clicker    mouseover at 611 504
clicker    mouseover at 399 21
toucher    gesture at 526 253 {"distanceX":46,"distanceY":22,"duration":119}
scroller   scroll to 0 129
typer       type 25 at 312 418
toucher    multitouch at 692 525 {"scale":1.0059,"rotation":91,"radius":86,"distanceX":0,"distanceY":10,"duration":685}
toucher    gesture at 763 444 {"distanceX":-59,"distanceY":-73,"duration":97}
toucher    tap at 442 52 {"duration":260}
toucher    multitouch at 159 208 {"scale":1.2094,"rotation":-53,"radius":151,"distanceX":0,"distanceY":0,"duration":490}
scroller   scroll to 0 228
clicker    click at 615 561
clicker    mouseout at 717 513
typer       type 231 at 276 60
scroller   scroll to 0 105
toucher    doubletap at 38 587 {"duration":625}
toucher    gesture at 600 754 {"distanceX":-85,"distanceY":-46,"duration":375}
typer       type 273 at 291 51
typer       type 221 at 726 117
toucher    tap at 609 394 {"duration":41}
toucher    gesture at 816 322 {"distanceX":-8,"distanceY":146,"duration":108}
toucher    tap at 285 341 {"duration":135}
toucher    tap at 160 159 {"duration":212}
typer       type 65 at 450 0
toucher    multitouch at 953 546 {"scale":0.4615,"rotation":50,"radius":79,"distanceX":14,"distanceY":6,"duration":1427}
toucher    gesture at 309 210 {"distanceX":12,"distanceY":93,"duration":234}
typer       type 200 at 267 222
scroller   scroll to 0 250
clicker    dblclick at 730 242
typer       type 30 at 25 706
toucher    tap at 194 433 {"duration":501}
clicker    click at 144 140
typer       type 62 at 534 271
clicker    click at 585 170
clicker    mousemove at 816 658
clicker    click at 360 627
typer       type 201 at 582 284
typer       type 127 at 393 694
clicker    mouseout at 685 213
clicker    click at 451 744
scroller   scroll to 0 210
scroller   scroll to 0 108
scroller   scroll to 0 68
toucher    tap at 10 759 {"duration":663}
clicker    mouseover at 682 225
toucher    multitouch at 729 436 {"scale":0.5047,"rotation":-32,"radius":185,"distanceX":-7,"distanceY":-3,"duration":618}
scroller   scroll to 0 181
typer       type 324 at 491 687
clicker    dblclick at 679 522
typer       type 279 at 49 367
toucher    tap at 658 669 {"duration":521}
clicker    click at 271 722
clicker    click at 849 141
toucher    tap at 420 428 {"duration":467}
toucher    multitouch at 120 455 {"scale":0.9732,"rotation":26,"radius":86,"distanceX":-6,"distanceY":-16,"duration":458}
toucher    multitouch at 464 550 {"scale":0.6507,"rotation":-55,"radius":145,"distanceX":0,"distanceY":-3,"duration":1103}
scroller   scroll to 0 20
typer       type 10 at 580 407
toucher    multitouch at 176 562 {"scale":0.3048,"rotation":-35,"radius":190,"distanceX":11,"distanceY":5,"duration":1474}
clicker    mousemove at 553 239
typer       type 12 at 923 415
toucher    doubletap at 486 281 {"duration":409}
clicker    click at 169 294
clicker    dblclick at 606 679
clicker    click at 142 404
clicker    click at 427 533
scroller   scroll to 0 103
clicker    mouseout at 503 702
typer       type 317 at 406 308
scroller   scroll to 0 16
toucher    gesture at 132 517 {"distanceX":-67,"distanceY":22,"duration":487}
scroller   scroll to 0 93
clicker    mouseover at 928 300
toucher    tap at 237 115 {"duration":573}
scroller   scroll to 0 126
typer       type 107 at 0 525
scroller   scroll to 0 239
scroller   scroll to 0 230
scroller   scroll to 0 144
toucher    gesture at 365 426 {"distanceX":-45,"distanceY":70,"duration":81}
clicker    mouseover at 361 749
toucher    tap at 547 440 {"duration":279}
typer       type 229 at 583 26
typer       type 318 at 323 179
scroller   scroll to 0 166
toucher    multitouch at 984 48 {"scale":1.9574,"rotation":21,"radius":140,"distanceX":11,"distanceY":17,"duration":798}
clicker    mousemove at 844 133
scroller   scroll to 53 59
typer       type 267 at 527 570
scroller   scroll to 0 202
toucher    gesture at 356 137 {"distanceX":112,"distanceY":-34,"duration":275}
typer       type 37 at 382 617
toucher    tap at 334 744 {"duration":178}
toucher    gesture at 157 50 {"distanceX":47,"distanceY":-93,"duration":72}
scroller   scroll to 6 211
typer       type 194 at 940 695
typer       type 246 at 116 471
typer       type 197 at 638 542
clicker    click at 536 690
toucher    tap at 346 370 {"duration":52}
typer       type 156 at 607 669
scroller   scroll to 0 139
typer       type 190 at 6 57
typer       type 351 at 215 46
scroller   scroll to 0 45
clicker    mouseover at 491 68
clicker    mouseover at 316 584
scroller   scroll to 0 166
typer       type 69 at 208 732
toucher    doubletap at 967 173 {"duration":29}
toucher    gesture at 335 123 {"distanceX":99,"distanceY":48,"duration":41}
toucher    gesture at 149 740 {"distanceX":-26,"distanceY":-94,"duration":328}
scroller   scroll to 0 167
clicker    dblclick at 355 162
clicker    dblclick at 576 215
toucher    tap at 72 85 {"duration":445}
typer       type 339 at 457 651
typer       type 127 at 228 621
typer       type 102 at 44 302
clicker    mousedown at 7 496
typer       type 105 at 868 762
toucher    multitouch at 392 762 {"scale":1.5038,"rotation":34,"radius":63,"distanceX":-17,"distanceY":17,"duration":620}
scroller   scroll to 0 71
toucher    doubletap at 516 481 {"duration":539}
